0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2,84.00,3.00,3.00,14.00,0.99,0.62,3,117.67,16.13,-3.00,13.44,0.86,0.54,2,11.55,2.69,0.33,0.71,0.09,0.05,8,120.50,21.07,7.00,8.46,0.93,0.42,3,103.00,9.27,-5.67,4.19,0.92,0.57,3,110.67,21.70,1.00,8.49,0.96,0.47,2,101.00,0.00,6.00,3.00,0.96,0.44,2,122.50,0.50,-11.00,4.00,0.93,0.49,4,131.75,20.63,4.75,5.12,0.98,0.49,5,126.00,21.79,0.80,2.79,0.97,0.40,5,107.60,18.98,-4.40,6.86,0.96,0.45,4,115.00,27.37,-3.50,11.32,0.95,0.41,4,99.25,23.08,3.75,8.23,0.97,0.55,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,5,110.36,20.22,2.53,11.80,0.91,0.61,3,108.59,26.77,-3.79,12.61,0.86,0.57,4,116.69,24.96,2.03,9.02,0.90,0.49,3,45.42,9.27,2.36,2.46,0.34,0.16,3,106.50,15.04,-5.33,2.06,0.92,0.57,3,105.78,23.10,-2.22,9.30,0.96,0.46,2,95.74,6.30,5.99,4.31,0.95,0.43,2,133.56,2.91,-7.07,1.36,0.93,0.48,5,114.66,23.63,5.62,3.89,0.98,0.47,5,129.18,15.99,-1.92,5.12,0.98,0.38,4,104.71,22.71,-3.77,11.11,0.96,0.43,5,109.27,31.42,-3.52,8.73,0.95,0.45,4,97.57,25.42,0.79,9.60,0.97,0.55,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2,84.58,2.30,-2.14,14.09,1.00,0.62,3,115.92,15.27,-4.29,13.30,0.85,0.54,8,116.08,24.76,0.38,11.16,0.93,0.45,7,123.43,28.00,3.68,8.90,0.94,0.46,4,102.24,13.55,0.56,7.92,0.90,0.53,5,118.19,16.74,-1.42,5.94,0.95,0.47,2,104.08,1.96,-2.21,0.59,0.96,0.42,2,120.86,9.53,-13.90,5.52,0.93,0.49,5,126.86,21.81,2.57,5.99,0.98,0.47,4,124.05,17.48,1.60,3.60,0.98,0.38,2,41.65,9.49,-3.16,2.68,0.34,0.15,5,108.80,29.19,-2.43,9.95,0.94,0.43,4,99.43,19.28,5.03,4.92,0.97,0.54,2,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2,26.54,6.06,2.79,3.86,0.26,0.15,3,106.96,26.77,-1.20,12.89,0.86,0.55,5,114.33,28.53,2.92,7.69,0.92,0.44,2,47.64,8.19,3.95,3.00,0.36,0.17,4,104.47,21.41,0.29,11.25,0.92,0.50,2,11.15,1.82,0.24,1.02,0.10,0.05,2,103.09,5.08,7.25,6.66,0.96,0.45,2,124.71,11.38,-8.99,6.89,0.93,0.49,5,132.27,20.46,3.13,6.02,0.98,0.46,7,129.63,24.09,-3.00,7.46,0.99,0.38,4,114.03,24.72,-8.56,4.47,0.96,0.46,7,109.32,26.05,-0.27,13.77,0.95,0.48,3,109.08,30.26,-0.04,10.93,0.99,0.52,0,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2,76.90,4.12,0.07,12.77,0.97,0.60,3,111.67,23.60,2.47,11.97,0.86,0.53,2,26.31,8.44,0.73,2.09,0.20,0.11,7,121.67,24.53,3.93,11.17,0.92,0.42,4,105.01,16.26,-5.90,8.24,0.91,0.53,3,111.25,16.16,-4.16,7.13,0.96,0.46,2,96.64,5.38,1.64,2.76,0.97,0.45,2,120.59,3.20,-10.15,3.65,0.94,0.51,5,129.31,19.41,1.62,7.93,0.98,0.47,5,128.80,13.64,2.13,6.30,0.99,0.37,4,90.86,16.67,-2.98,11.11,0.97,0.47,5,111.60,29.15,2.01,10.92,0.96,0.44,3,106.61,30.44,2.36,7.47,0.98,0.53,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,2,13.99,1.35,0.30,1.85,0.13,0.08,4,104.23,21.58,-6.01,10.60,0.89,0.59,3,141.30,17.98,3.85,7.40,0.88,0.47,9,114.05,26.16,2.66,12.23,0.92,0.42,5,106.65,5.60,-5.29,8.89,0.92,0.53,3,118.39,30.77,-3.80,4.35,0.96,0.47,2,105.75,1.63,-1.03,3.78,0.96,0.42,2,134.15,4.60,-10.18,4.86,0.93,0.48,6,126.55,24.68,5.39,7.91,0.97,0.46,4,126.29,25.42,1.75,4.09,0.99,0.40,4,105.95,27.43,-2.81,8.15,0.95,0.44,6,104.57,24.55,0.27,10.13,0.96,0.45,3,106.37,24.00,4.27,9.31,0.98,0.54,0,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1,87.00,0.00,16.00,0.00,0.88,0.63,2,81.50,1.50,11.00,7.00,0.87,0.53,2,106.00,11.00,5.50,1.50,0.90,0.45,1,116.00,0.00,7.00,0.00,0.95,0.54,2,31.03,7.59,-1.47,3.86,0.25,0.13,3,98.67,8.65,5.67,9.84,0.93,0.36,2,27.17,4.93,1.17,3.58,0.26,0.13,3,109.67,18.01,9.67,6.80,0.96,0.47,1,80.00,0.00,0.00,0.00,0.94,0.54,1,101.00,0.00,-14.00,0.00,0.99,0.55,2,114.00,22.00,2.50,8.50,0.97,0.34,3,99.33,13.10,-10.33,13.67,0.97,0.45,1,135.00,0.00,-11.00,0.00,0.99,0.59,5,119.00,21.62,-7.40,5.78,0.97,0.50,1,105.00,0.00,-5.00,0.00,0.95,0.58,1,83.00,0.00,19.00,0.00,0.95,0.76,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2
0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1,82.46,0.00,14.04,0.00,0.87,0.64,2,79.23,0.17,7.33,9.51,0.84,0.51,2,106.09,14.96,8.02,4.87,0.90,0.45,1,122.10,0.00,2.35,0.00,0.94,0.56,1,146.73,0.00,-18.68,0.00,0.89,0.58,4,93.18,11.38,9.50,10.10,0.92,0.39,2,110.50,18.05,-1.10,14.59,0.96,0.46,4,110.65,17.42,10.79,6.60,0.94,0.48,1,69.05,0.00,-10.01,0.00,0.94,0.54,1,107.87,0.00,-10.68,0.00,0.98,0.56,2,113.39,24.38,-6.39,7.04,0.97,0.33,3,97.06,13.68,-9.84,12.28,0.97,0.46,1,126.12,0.00,-10.51,0.00,0.99,0.57,6,118.33,18.96,-5.04,4.27,0.98,0.51,0,0.00,0.00,0.00,0.00,0.00,0.00,1,86.35,0.00,28.35,0.00,0.95,0.78,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2
0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1,88.29,0.00,13.09,0.00,0.85,0.66,1,94.24,0.00,19.20,0.00,0.93,0.50,0,0.00,0.00,0.00,0.00,0.00,0.00,1,117.10,0.00,7.85,0.00,0.98,0.54,0,0.00,0.00,0.00,0.00,0.00,0.00,3,93.90,9.78,10.29,10.80,0.93,0.36,2,131.79,10.30,11.12,9.10,0.96,0.39,3,83.76,7.09,11.76,1.03,0.96,0.50,1,85.38,0.00,5.38,0.00,0.93,0.52,1,105.85,0.00,-22.20,0.00,0.99,0.55,2,121.38,24.50,2.51,8.80,0.97,0.33,2,110.01,17.43,-3.86,14.44,0.96,0.35,2,102.33,33.73,-18.93,11.75,0.96,0.61,4,110.61,17.97,-8.57,5.02,0.98,0.51,1,112.64,0.00,-6.12,0.00,0.95,0.58,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2
0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1,91.76,0.00,20.41,0.00,0.91,0.64,2,76.11,3.99,8.29,11.15,0.84,0.52,2,94.63,5.82,8.75,0.99,0.90,0.46,1,133.22,0.00,7.77,0.00,0.94,0.55,2,118.03,21.98,-11.80,10.01,0.95,0.52,3,96.72,3.79,3.86,14.15,0.93,0.35,1,118.41,0.00,15.68,0.00,0.93,0.36,5,98.41,19.56,8.26,12.42,0.94,0.49,1,79.03,0.00,-1.45,0.00,0.95,0.54,1,109.22,0.00,-3.67,0.00,0.99,0.54,3,101.12,15.37,3.32,13.46,0.97,0.39,2,103.54,21.76,-6.26,18.26,0.96,0.36,2,102.13,22.28,-13.34,8.73,0.96,0.59,4,125.28,24.72,-2.23,4.49,0.97,0.52,2,96.61,4.27,-11.43,6.46,0.95,0.51,1,83.65,0.00,27.79,0.00,0.95,0.77,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,2
